09:30:14.284021 LS029 10 
10:41:52.986394 MA202 OFF 
10:41:53.643919 MA202 ON 
10:41:53.729182 M017 ON 
10:41:54.863382 M017 OFF 
10:41:55.417636 MA202 OFF 
10:41:55.502342 M017 ON 
10:41:56.567738 M017 OFF 
10:41:56.890677 MA202 ON 
10:41:57.332456 M017 ON 
10:41:58.402836 M017 OFF 
10:41:58.61424 MA202 OFF 
10:41:59.4137 MA202 ON 
10:41:59.482617 M017 ON 
10:42:00.485601 M017 OFF 
10:42:01.038615 MA202 OFF 
10:42:03.100678 MA207 ON 
10:42:03.40072 LS010 24 
10:42:04.243877 MA207 OFF 
10:42:06.113683 M017 ON 
10:42:07.260297 M017 OFF 
10:42:10.988506 M017 ON 
10:42:13.354628 M017 OFF 
10:42:17.159224 MA202 ON 
10:42:17.854188 D005 OPEN 
10:42:18.321107 M017 ON 
10:42:19.293992 LS009 5 
10:42:20.190361 MA202 OFF 
10:42:20.341264 M042 ON 
10:42:20.580114 D018 OPEN 
10:42:21.103461 M043 ON 
10:42:21.4927 M017 OFF 
10:42:22.220528 M043 OFF 
10:42:23.361313 D018 CLOSE 
10:42:23.531962 M042 OFF 
10:42:23.563103 MA202 ON 
10:42:24.751087 MA202 OFF 
10:42:25.038262 MA207 ON 
10:42:27.854179 MA207 OFF 
10:42:30.124678 M017 ON 
10:42:31.991027 M017 OFF 
10:42:33.11076 MA207 ON 
10:42:34.59253 MA202 ON 
10:42:35.70422 BATV202 8820 
10:42:35.717634 MA202 OFF 
10:42:35.953399 M017 ON 
10:42:36.876383 MA202 ON 
10:42:38.166726 M017 OFF 
10:42:38.77624 MA202 OFF 
10:42:38.819985 MA207 OFF 
10:42:39.299164 MA207 ON 
10:42:41.708015 MA202 ON 
10:42:42.465855 M017 ON 
10:42:44.183984 MA207 OFF 
10:42:44.933458 M017 OFF 
10:42:45.084952 MA202 OFF 
10:42:46.026956 MA202 ON 
10:42:46.244483 M017 ON 
10:42:48.649566 MA207 ON 
10:42:48.843622 MA202 OFF 
10:42:49.232778 M017 OFF 
10:42:50.342571 MA207 OFF 
10:42:55.214524 MA207 ON 
10:42:56.897394 MA207 OFF 
10:42:57.67017 MA207 ON 
10:42:58.780806 MA207 OFF 
10:42:59.506217 MA202 ON 
10:42:59.588517 M017 ON 
10:42:59.921022 MA207 ON 
10:43:01.251781 MA202 OFF 
10:43:01.317054 M017 OFF 
10:43:01.795708 M017 ON 
10:43:03.659542 MA207 OFF 
10:43:04.022361 MA202 ON 
10:43:04.421829 M017 OFF 
10:43:04.894805 LS047 4 
10:43:07.018222 MA202 OFF 
10:43:07.377337 M017 ON 
10:43:07.403822 LS207 56 
10:43:07.41685 MA207 ON 
10:43:07.778373 MA202 ON 
10:43:08.367779 M017 OFF 
10:43:09.658774 MA207 OFF 
10:43:10.630791 MA202 OFF 
10:43:17.912102 MA207 ON 
10:43:19.037994 LS207 57 
10:43:19.05942 MA207 OFF 
10:43:31.029935 MA207 ON 
10:43:32.170228 MA207 OFF 
10:43:34.030835 MA207 ON 
10:43:37.01827 MA202 ON 
10:43:37.217785 MA207 OFF 
10:43:38.228962 MA202 OFF 
10:43:47.538373 MA207 ON 
10:43:48.662047 MA207 OFF 
10:43:52.584173 LS207 56 
10:43:52.604054 MA207 ON 
10:43:53.688398 LS207 57 
10:43:53.720438 MA207 OFF 
10:44:01.803669 LS205 21 
10:44:03.671902 MA207 ON 
10:44:04.789153 MA207 OFF 
10:44:07.221662 MA207 ON 
10:44:09.635866 MA207 OFF 
10:44:15.045231 LS202 56 
10:44:15.078086 MA202 ON 
10:44:16.25402 MA202 OFF 
10:44:21.136455 LS012 34 
10:44:21.260203 LS202 58 
10:44:21.320987 MA202 ON 
10:44:21.355573 LS017 29 
10:44:21.381185 M017 ON 
10:44:22.424145 M017 OFF 
10:44:23.217939 M017 ON 
10:44:23.277388 LS016 18 
10:44:23.29171 M016 ON 
10:44:25.83756 LS016 17 
10:44:25.849965 M016 OFF 
10:44:26.688642 LS202 57 
10:44:26.710853 MA202 OFF 
10:44:27.27316 MA202 ON 
10:44:28.398351 MA202 OFF 
10:44:29.138446 LS202 58 
10:44:29.152013 MA202 ON 
10:44:32.605297 M016 ON 
10:44:33.257991 LS207 58 
10:44:33.276771 MA207 ON 
10:44:33.9575 LS024 13 
10:44:34.38893 LS207 57 
10:44:34.416728 MA207 OFF 
10:44:34.952747 LS017 27 
10:44:34.970839 M017 OFF 
10:44:35.251915 M016 OFF 
10:44:35.331636 LS202 56 
10:44:35.347217 MA202 OFF 
10:44:37.229793 LS022 6 
10:44:46.272035 M016 ON 
10:44:46.372935 MA202 ON 
10:44:46.982107 M017 ON 
10:44:48.521004 LS016 18 
10:44:48.560459 M016 OFF 
10:44:51.316786 MA202 OFF 
10:44:53.73187 MA202 ON 
10:44:53.923884 M017 OFF 
10:44:54.820856 MA202 OFF 
10:44:56.895928 LS017 26 
10:44:56.920608 M017 ON 
10:44:58.5921 MA202 ON 
10:44:59.517707 LS017 27 
10:44:59.55656 M017 OFF 
10:44:59.748623 MA202 OFF 
10:45:00.451822 M017 ON 
10:45:01.204225 LS207 58 
10:45:01.22294 MA207 ON 
10:45:01.603684 LS017 28 
10:45:01.61498 M017 OFF 
10:45:02.15856 M017 ON 
10:45:04.412702 M017 OFF 
10:45:04.748701 LS202 57 
10:45:04.765104 MA202 ON 
10:45:05.018138 LS017 27 
10:45:05.04357 M017 ON 
10:45:05.127869 MA207 OFF 
10:45:07.021082 MA207 ON 
10:45:08.511677 LS202 56 
10:45:08.535334 MA202 OFF 
10:45:09.088087 MA207 OFF 
10:45:09.669134 M017 OFF 
10:45:10.946825 MA207 ON 
10:45:12.089881 MA207 OFF 
10:45:16.596286 MA207 ON 
10:45:17.712446 MA207 OFF 
10:45:26.692451 MA202 ON 
10:45:26.888179 LS017 26 
10:45:26.906204 M017 ON 
10:45:31.5812 LS017 25 
10:45:31.592236 M017 OFF 
10:45:33.07143 M017 ON 
10:45:34.012159 LS207 56 
10:45:34.05793 MA207 ON 
10:45:35.291006 LS202 55 
10:45:35.329046 MA202 OFF 
10:45:35.724747 LS017 26 
10:45:35.731673 M017 OFF 
10:45:36.280947 M017 ON 
10:45:36.699972 MA202 ON 
10:45:36.731413 MA207 OFF 
10:45:38.519121 MA207 ON 
10:45:38.701781 MA202 OFF 
10:45:39.098861 M017 OFF 
10:45:41.324626 LS207 57 
10:45:41.337718 MA207 OFF 
10:45:43.399632 MA207 ON 
10:45:43.545409 MA202 ON 
10:45:44.152597 LS017 25 
10:45:44.224434 M017 ON 
10:45:44.494087 LS207 56 
10:45:44.507985 MA207 OFF 
10:45:45.25273 MA202 OFF 
10:45:47.139481 M017 OFF 
10:45:47.511166 MA202 ON 
10:45:47.800059 M017 ON 
10:45:49.384351 MA202 OFF 
10:45:50.329652 MA202 ON 
10:45:51.44999 MA202 OFF 
10:45:51.625355 LS017 26 
10:45:51.668239 M017 OFF 
10:45:52.599923 M017 ON 
10:45:53.702595 LS017 25 
10:45:53.715305 M017 OFF 
10:45:55.353612 MA202 ON 
10:45:55.771688 LS017 26 
10:45:55.786308 M017 ON 
10:45:56.515088 MA202 OFF 
10:45:56.899024 M017 OFF 
10:45:59.125143 M017 ON 
10:46:00.272209 M017 OFF 
10:46:01.583031 MA207 ON 
10:46:03.2739 MA207 OFF 
10:46:08.148384 MA207 ON 
10:46:08.330324 M017 ON 
10:46:08.692668 MA202 ON 
10:46:09.90215 MA202 OFF 
10:46:09.948382 MA207 OFF 
10:46:10.03114 M017 OFF 
10:46:10.76926 M017 ON 
10:46:11.242432 MA202 ON 
10:46:11.754466 MA202 OFF 
10:46:12.630835 MA202 ON 
10:46:13.723922 MA202 OFF 
10:46:14.718517 MA202 ON 
10:46:15.639929 MA207 ON 
10:46:17.325508 MA207 OFF 
10:46:17.891802 MA207 ON 
10:46:19.581424 MA207 OFF 
10:46:20.139075 MA207 ON 
10:46:21.286208 M017 OFF 
10:46:22.200493 MA207 OFF 
10:46:22.376057 LS017 27 
10:46:22.41647 M017 ON 
10:46:23.515293 LS017 26 
10:46:23.530498 M017 OFF 
10:46:23.718276 MA202 OFF 
10:46:30.424329 LS202 56 
10:46:30.43827 MA202 ON 
10:46:30.507748 M017 ON 
10:46:31.643578 MA202 OFF 
10:46:31.690671 M017 OFF 
10:46:33.630243 MA202 ON 
10:46:33.843115 M017 ON 
10:46:34.791157 LS202 55 
10:46:34.815133 MA202 OFF 
10:46:36.050214 LS202 56 
10:46:36.064787 MA202 ON 
10:46:39.049192 LS017 27 
10:46:39.080105 M017 OFF 
10:46:39.656085 M017 ON 
10:46:40.660975 LS016 17 
10:46:40.678571 M016 ON 
10:46:40.743749 LS015 16 
10:46:40.763493 M015 ON 14-end
10:46:41.325596 M017 OFF 
10:46:41.64977 LS201 57 
10:46:41.719246 MA201 ON 
10:46:41.768309 MA202 OFF 
10:46:42.113773 LS008 16 
10:46:42.127051 M008 ON 15-start,15.1
10:46:42.899097 M016 OFF 
10:46:43.431912 LS001 10 
10:46:43.447814 M001 ON 
10:46:43.75869 M015 OFF 
10:46:44.192797 M002 ON 15.2
10:46:44.594084 M008 OFF 
10:46:44.641404 M001 OFF 
10:46:45.259873 MA207 ON 
10:46:46.381042 MA207 OFF 
10:46:46.692824 M002 OFF 
10:46:46.732405 MA201 OFF 
10:46:51.934663 LS006 9 
10:47:00.968003 M002 ON 15.2
10:47:02.003245 M002 OFF 
10:47:08.779567 MA201 ON 
10:47:09.127433 M002 ON 15.2
10:47:10.322971 M002 OFF 
10:47:11.003464 MA201 OFF 
10:47:11.366901 M002 ON 15.2
10:47:13.985263 M002 OFF 
10:47:14.771257 M002 ON 15.2
10:47:15.889636 M002 OFF 
10:47:16.65334 M002 ON 15.2
10:47:16.76052 MA207 ON 
10:47:17.748357 M002 OFF 
10:47:17.917178 LS207 57 
10:47:17.930945 MA207 OFF 
10:47:18.323502 M002 ON 15.2
10:47:18.525113 MA201 ON 
10:47:19.643822 MA201 OFF 
10:47:20.025225 LS014 9 
10:47:20.949472 MA201 ON 
10:47:21.970886 M001 ON 
10:47:22.723535 M008 ON 
10:47:23.602065 M001 OFF 
10:47:23.642389 M002 OFF 
10:47:25.258186 M008 OFF 
10:47:26.044624 M013 ON 15.3
10:47:27.715828 MA201 OFF 
10:47:27.788084 M013 OFF 
10:47:28.483621 M013 ON 15.4
10:47:29.618681 M013 OFF 
10:47:34.930445 LS203 35 
10:47:38.232056 LS023 7 
10:47:44.048117 M013 ON 15.5
10:47:45.141102 LS013 15 
10:47:45.178399 M013 OFF 
10:47:49.674836 LS013 14 
10:47:49.695577 M013 ON 15.5
10:47:50.78972 M013 OFF 
10:47:53.06563 LS011 26 
10:47:56.87483 MA207 ON 
10:47:58.033624 MA207 OFF 
10:47:58.555004 MA207 ON 
10:47:59.678702 MA207 OFF 
10:48:02.527328 MA207 ON 
10:48:03.637129 MA207 OFF 
10:48:04.573348 MA207 ON 
10:48:07.762044 MA207 OFF 
10:48:26.972974 LS026 15 
10:48:41.853362 LS207 58 
10:48:41.88309 MA207 ON 
10:48:42.983854 MA207 OFF 
10:48:44.317446 MA207 ON 
10:48:45.442371 MA207 OFF 
10:48:51.784056 LS207 60 
10:48:51.798106 MA207 ON 
10:48:52.074444 LS204 25 
10:48:52.922433 MA207 OFF 
10:49:02.481067 LS010 27 
10:49:02.493619 M010 ON 15.5
10:49:04.043758 M010 OFF 
10:49:04.913746 LS207 58 
10:49:04.944455 MA207 ON 
10:49:06.06252 MA207 OFF 
10:49:06.392718 LS046 3 
10:49:07.381777 MA207 ON 
10:49:09.061213 MA207 OFF 
10:49:12.697032 LS013 17 
10:49:12.715107 M013 ON 15.5
10:49:15.681116 LS201 58 
10:49:15.711293 MA201 ON 
10:49:16.881596 LS008 19 
10:49:16.916842 M008 ON 15-end
10:49:16.942943 LS013 18 
10:49:16.954083 M013 OFF 
10:49:17.112433 LS015 19 
10:49:17.13374 M015 ON 
10:49:17.495361 LS207 60 
10:49:17.508426 MA207 ON 
10:49:17.896035 LS001 12 
10:49:17.910157 M001 ON 
10:49:18.325372 M015 OFF 
10:49:18.364884 LS002 13 
10:49:18.378847 M002 ON 
10:49:18.851932 LS008 20 
10:49:18.864642 M008 OFF 
10:49:19.026225 LS001 13 
10:49:19.061778 M001 OFF 
10:49:19.377778 MA207 OFF 
10:49:20.747984 LS201 60 
10:49:20.7616 MA201 OFF 
10:49:22.22522 LS002 14 
10:49:22.238945 M002 OFF 
10:49:31.588335 LS002 12 
10:49:31.614162 M002 ON 
10:49:32.749103 M002 OFF 
10:49:34.594934 LS002 13 
10:49:34.626104 M002 ON 
10:49:35.744084 M002 OFF 
10:49:39.094382 LS002 14 
10:49:39.131777 M002 ON 
10:49:42.497914 LS002 13 
10:49:42.510285 M002 OFF 
10:49:48.153064 M002 ON 
10:49:49.214281 M002 OFF 
10:49:50.301466 LS207 59 
10:49:50.316514 MA207 ON 
10:49:52.55816 LS207 60 
10:49:52.596411 MA207 OFF 
10:49:52.680512 M002 ON 
10:49:53.933674 M001 ON 
10:49:54.8621 MA201 ON 
10:49:55.111594 M001 OFF 
10:49:55.137168 LS008 21 
10:49:55.154956 M008 ON 
10:49:55.428319 M002 OFF 
10:49:55.73104 LS015 20 
10:49:55.750851 M015 ON 16-start,16.1
10:49:56.351026 LS016 19 
10:49:56.369976 M016 ON 16.2
10:49:56.92548 M008 OFF 
10:49:57.135976 MA201 OFF 
10:49:57.962826 M015 OFF 
10:49:58.805772 M016 OFF 
10:50:00.68404 M016 ON 16.2
10:50:01.272518 M015 ON 16.3
10:50:02.388169 MA201 ON 
10:50:03.432324 M015 OFF 
10:50:03.743626 M016 OFF 
10:50:05.396891 LS013 21 
10:50:05.411413 M013 ON 
10:50:06.478804 LS201 59 
10:50:06.497602 MA201 OFF 
10:50:08.206905 M013 OFF 
10:50:26.495163 MA207 ON 
10:50:27.610283 MA207 OFF 
10:50:32.573855 M013 ON 
10:50:33.38587 LS045 2 
10:50:33.708067 LS013 20 
10:50:33.745818 M013 OFF 
10:50:39.898087 M013 ON 
10:50:42.857485 LS201 60 
10:50:42.871199 MA201 ON 
10:50:43.530634 M013 OFF 16-end
10:50:43.984576 M008 ON 
10:50:44.329753 M015 ON 
10:50:45.123342 M001 ON 
10:50:45.429904 M015 OFF 
10:50:45.852003 LS002 14 
10:50:45.864468 M002 ON 
10:50:46.23349 M008 OFF 
10:50:47.169067 M001 OFF 
10:50:47.737424 MA201 OFF 
10:50:48.111705 M002 OFF 
10:50:48.670897 M002 ON 
10:50:49.04368 M001 ON 
10:50:49.223818 LS201 59 
10:50:49.242299 MA201 ON 
10:50:49.791501 M008 ON 
10:50:50.557128 LS002 13 
10:50:50.575523 M002 OFF 
10:50:50.913633 M001 OFF 
10:50:51.479982 LS201 60 
10:50:51.498418 MA201 OFF 
10:50:51.67932 M008 OFF 
10:50:52.413945 M008 ON 
10:50:52.503131 LS201 59 
10:50:52.514222 MA201 ON 
10:50:53.860196 M015 ON 
10:50:54.348453 MA201 OFF 
10:50:54.46114 LS034 5 
10:50:54.682579 M008 OFF 
10:50:54.982192 LS015 19 
10:50:55.000819 M015 OFF 
10:50:55.628059 LS013 21 
10:50:55.647426 M013 ON 
10:50:59.794481 M013 OFF 
10:51:00.772403 LS050 2 
10:51:05.986422 M013 ON 
10:51:06.706615 LS206 18 
10:51:07.862327 LS049 5 
10:51:07.970013 LS044 2 
10:51:08.062175 M013 OFF 
10:51:08.974876 LS048 16 
10:51:11.303188 MA207 ON 
10:51:14.084296 MA207 OFF 
10:51:24.620266 MA207 ON 
10:51:25.729378 MA207 OFF 
10:51:26.861137 MA207 ON 
10:51:27.970366 MA207 OFF 
10:51:28.52312 MA207 ON 
10:51:32.301656 MA207 OFF 
10:51:33.036151 D018 OPEN 
10:51:34.052404 M042 ON 
10:51:34.821905 M043 ON 
10:51:35.846658 M043 OFF 
10:51:37.114299 M042 OFF 
10:51:37.475353 D018 CLOSE 
10:51:38.708985 M039 ON 
10:51:40.951456 M039 OFF 
10:51:43.009952 D006 CLOSE 
10:52:04.835358 LL007 74 
10:52:05.351975 LL007 100 
10:52:13.211916 LS051 33 
10:52:19.235036 LS009 7 
10:52:39.421696 LS207 56 
10:52:39.508857 MA207 ON 
10:52:40.556103 MA207 OFF 
10:52:41.090807 MA207 ON 
10:52:42.760133 D006 OPEN 
10:52:43.211526 MA207 OFF 
10:52:43.581307 LL007 98 
10:52:43.795871 LL007 90 
10:52:44.445494 LL007 54 
10:52:45.142774 LL007 18 
10:52:45.288564 M039 ON 
10:52:45.55362 LL007 0 
10:52:45.576511 L007 OFF 
10:52:47.72998 LS039 0 
10:52:47.751627 M039 OFF 
10:52:48.485953 LS013 13 
10:52:48.510608 M013 ON 
10:52:50.38511 M013 OFF 
10:52:51.282194 LS201 56 
10:52:51.305295 MA201 ON 
10:52:52.529358 LS015 16 
10:52:52.548412 M015 ON 
10:52:52.750075 LS008 15 
10:52:52.783053 M008 ON 
10:52:53.166159 MA201 OFF 
10:52:53.723671 M015 OFF 
10:52:53.754455 LS201 57 
10:52:53.770799 MA201 ON 
10:52:54.082674 LS001 10 
10:52:54.100203 M001 ON 
10:52:55.203224 M001 OFF 
10:52:55.66363 M008 OFF 
10:52:55.69955 LS002 10 
10:52:55.710708 M002 ON 
10:52:57.275813 LS002 11 
10:52:57.289058 M002 OFF 
10:52:57.448811 MA201 OFF 
10:53:00.248964 LS002 10 
10:53:00.269446 M002 ON 
10:53:02.879463 LS002 11 
10:53:02.899769 M002 OFF 
10:53:05.984445 M042 ON 
10:53:06.402927 D018 OPEN 
10:53:06.789801 M043 ON 
10:53:08.670778 M043 OFF 
10:53:09.070273 D018 CLOSE 
10:53:09.543322 M042 OFF 
10:53:10.540985 MA207 ON 
10:53:12.861576 M002 ON 
10:53:13.981202 MA207 OFF 
10:53:14.017498 M002 OFF 
10:53:14.849975 MA207 ON 
10:53:16.537879 MA207 OFF 
10:53:19.541288 MA207 ON 
10:53:20.66942 MA207 OFF 
10:53:21.601776 MA207 ON 
10:53:23.850832 MA207 OFF 
10:53:28.964095 M002 ON 
10:53:29.889284 M001 ON 
10:53:30.851668 M008 ON 
10:53:31.035045 LS201 56 
10:53:31.123418 MA201 ON 
10:53:31.166426 LS002 10 
10:53:31.175764 M002 OFF 
10:53:32.098845 M015 ON 
10:53:32.573928 M001 OFF 
10:53:32.600621 LS016 16 
10:53:32.614461 M016 ON 
10:53:33.346531 M008 OFF 
10:53:33.377092 MA201 OFF 
10:53:34.354043 M015 OFF 
10:53:35.158849 M016 OFF 
10:53:37.394365 M016 ON 
10:53:37.713074 M015 ON 
10:53:38.523016 LS201 57 
10:53:38.540924 MA201 ON 
10:53:39.278431 M016 OFF 
10:53:39.470425 M008 ON 
10:53:40.598054 LS023 6 
10:53:40.612197 M023 ON 
10:53:40.657767 M001 ON 
10:53:41.096805 M015 OFF 
10:53:41.743721 LS203 32 
10:53:41.759599 MA203 ON 
10:53:41.819512 LS201 56 
10:53:41.842249 MA201 OFF 
10:53:42.102748 M008 OFF 
10:53:42.361409 LS022 5 
10:53:42.378835 M022 ON 
10:53:43.005179 M001 OFF 
10:53:43.214209 LS021 6 
10:53:43.24195 M021 ON 
10:53:43.570566 M023 OFF 
10:53:44.244065 M022 OFF 
10:53:44.701714 LS024 11 
10:53:44.710527 M024 ON 
10:53:45.694151 M021 OFF 
10:53:46.891258 MA203 OFF 
10:53:46.99127 M024 OFF 
10:53:47.67357 MA207 ON 
10:53:48.811513 MA207 OFF 
10:53:52.349884 MA207 ON 
10:54:00.017228 MA207 OFF 
10:54:00.693414 D018 OPEN 
10:54:01.643188 LS042 1 
10:54:01.663275 M042 ON 
10:54:01.774759 LS205 23 
10:54:01.960422 MA207 ON 
10:54:02.289897 M043 ON 
10:54:03.698126 M042 OFF 
10:54:04.737069 M043 OFF 
10:54:07.711824 M042 ON 
10:54:08.160709 M043 ON 
10:54:08.193313 MA207 OFF 
10:54:09.685306 LS042 2 
10:54:09.712452 M042 OFF 
10:54:10.334235 M043 OFF 
10:54:12.059686 MA203 ON 
10:54:12.25561 M024 ON 
10:54:13.040064 M021 ON 
10:54:14.339757 M024 OFF 
10:54:14.996245 M022 ON 
10:54:16.390194 M023 ON 
10:54:16.641043 M021 OFF 
10:54:16.92887 D012 OPEN 
10:54:17.270379 M022 OFF 
10:54:17.519811 M023 OFF 
10:54:17.592455 MA203 OFF 
10:54:19.522034 MA203 ON 
10:54:19.605537 M023 ON 
10:54:19.753332 M001 ON 
10:54:20.659716 MA203 OFF 
10:54:20.891564 MA201 ON 
10:54:21.058696 LS012 28 
10:54:22.004297 M002 ON 
10:54:22.314589 M003 ON 
10:54:22.443098 M023 OFF 
10:54:22.513099 M001 OFF 
10:54:23.153755 M002 OFF 
10:54:24.260824 M002 ON 
10:54:25.372655 LS003 10 
10:54:25.468226 M003 OFF 
10:54:25.492476 LS023 5 
10:54:25.508831 M023 ON 
10:54:25.534516 M001 ON 
10:54:26.688868 LS002 11 
10:54:26.705005 M002 OFF 
10:54:27.09518 LS201 57 
10:54:27.109865 MA201 OFF 
10:54:28.012565 M001 OFF 
10:54:28.15759 LS203 33 
10:54:28.171101 MA203 ON 
10:54:28.767875 M001 ON 
10:54:29.663571 LS023 9 
10:54:29.695289 M023 OFF 
10:54:29.878413 M001 OFF 
10:54:30.01214 LS203 35 
10:54:30.027751 MA203 OFF 
10:54:31.199694 M023 ON 
10:54:32.321206 M001 ON 
10:54:32.889166 LS008 16 
10:54:32.90354 M008 ON 
10:54:33.126587 MA201 ON 
10:54:34.201633 M001 OFF 
10:54:34.411798 LS023 10 
10:54:34.427193 M023 OFF 
10:54:34.504459 M015 ON 
10:54:35.310225 LS008 15 
10:54:35.357253 M008 OFF 
10:54:35.668484 M015 OFF 
10:54:36.113256 LS013 14 
10:54:36.129648 M013 ON 
10:54:37.247458 LS013 13 
10:54:37.266346 M013 OFF 
10:54:37.792072 MA201 OFF 
10:54:41.434965 LS010 23 
10:54:41.453801 M010 ON 
10:54:43.44813 M013 ON 
10:54:43.96886 M010 OFF 
10:54:45.101209 LS013 14 
10:54:45.120271 M013 OFF 
10:54:47.201038 M013 ON 
10:54:48.296114 LS013 13 
10:54:48.324338 M013 OFF 
10:54:49.655158 M013 ON 
10:54:51.68313 M013 OFF 
10:54:52.967689 M010 ON 
10:54:54.804459 M010 OFF 
10:54:56.372502 M013 ON 
10:54:58.39913 MA201 ON 
10:54:59.366494 LS013 14 
10:54:59.384503 M013 OFF 
10:54:59.901335 M008 ON 
10:55:00.840078 M001 ON 
10:55:00.981728 M023 ON 
10:55:01.984929 LS008 16 
10:55:02.012309 M008 OFF 
10:55:02.308111 MA201 OFF 
10:55:03.073035 M001 OFF 
10:55:03.801374 LS023 9 
10:55:03.927501 M023 OFF 
10:55:07.577553 M023 ON 
10:55:07.791212 MA203 ON 
10:55:08.330824 M001 ON 
10:55:08.703753 MA201 ON 
10:55:08.988996 MA203 OFF 
10:55:09.077634 M002 ON 
10:55:10.403544 LS023 10 
10:55:10.440809 M023 OFF 
10:55:10.471513 M001 OFF 
10:55:12.76137 LS003 11 
10:55:12.777921 M003 ON 
10:55:13.017635 LS002 10 
10:55:13.038334 M002 OFF 
10:55:15.003911 LS003 10 
10:55:15.014066 M003 OFF 
10:55:15.354319 MA201 OFF 
10:55:18.651763 MA201 ON 
10:55:24.048908 LS201 56 
10:55:24.069166 MA201 OFF 
10:55:24.833588 MA201 ON 
10:55:36.07645 LS201 57 
10:55:36.094923 MA201 OFF 
10:55:37.207365 LS201 56 
10:55:37.221541 MA201 ON 
10:55:38.876347 LS201 57 
10:55:38.905933 MA201 OFF 
10:55:39.451708 MA201 ON 
10:55:42.81414 LS002 11 
10:55:42.833549 M002 ON 
10:55:42.971806 M003 ON 
10:55:44.192798 M023 ON 
10:55:44.224251 M001 ON 
10:55:44.626135 LS003 11 
10:55:44.639029 M003 OFF 
10:55:45.636094 M002 OFF 
10:55:45.760606 MA201 OFF 
10:55:46.04576 M023 OFF 
10:55:46.360924 M001 OFF 
10:55:47.44977 LS203 36 
10:55:47.495827 MA203 ON 
10:55:47.693765 M023 ON 
10:55:48.059934 M001 ON 
10:55:48.588685 LS203 35 
10:55:48.605563 MA203 OFF 
10:55:48.886054 MA201 ON 
10:55:49.226444 M002 ON 
10:55:50.274752 M023 OFF 
10:55:50.632879 M003 ON 
10:55:50.889687 M001 OFF 
10:55:51.26594 M002 OFF 
10:55:51.454317 MA201 OFF 
10:55:52.193161 MA201 ON 
10:55:52.407934 M002 ON 
10:55:53.338463 MA201 OFF 
10:55:53.823692 M003 OFF 
10:55:54.268413 MA201 ON 
10:55:56.512502 M002 OFF 
10:55:56.708651 MA201 OFF 
10:56:06.983222 MA201 ON 
10:56:07.971458 M002 ON 
10:56:09.583639 M003 ON 
10:56:10.56076 MA201 OFF 
10:56:11.15428 M002 OFF 
10:56:11.69688 M002 ON 
10:56:11.890922 MA201 ON 
10:56:13.516341 M003 OFF 
10:56:13.618379 M001 ON 
10:56:13.771023 M008 ON 
10:56:14.343452 M002 OFF 
10:56:14.699781 M001 OFF 
10:56:15.268131 MA201 OFF 
10:56:15.82229 M008 OFF 
10:56:19.191566 LS010 24 
10:56:19.208544 M010 ON 
10:56:20.350734 M010 OFF 
10:56:21.508999 M013 ON 
10:56:21.834863 MA201 ON 
10:56:22.617284 M013 OFF 
10:56:25.775128 MA201 OFF 
10:56:30.831697 MA201 ON 
10:56:31.788823 M015 ON 
10:56:31.820694 M016 ON 
10:56:32.685396 MA201 OFF 
10:56:33.582544 M015 OFF 
10:56:33.831249 M016 OFF 
10:56:35.890907 LS017 26 
10:56:36.280229 LS202 55 
10:56:41.340628 M016 ON 
10:56:42.025571 M015 ON 
10:56:42.769961 MA201 ON 
10:56:43.408939 M016 OFF 
10:56:44.100729 M015 OFF 
10:56:45.086067 MA201 OFF 
10:56:49.029587 MA201 ON 
10:56:50.455672 M015 ON 
10:56:50.557558 M016 ON 
10:56:51.465461 MA201 OFF 
10:56:51.874648 M017 ON 
10:56:52.048247 MA202 ON 
10:56:52.625748 M015 OFF 
10:56:52.936938 M016 OFF 
10:56:53.791551 MA202 OFF 
10:56:53.865601 M017 OFF 
10:56:59.635899 MA202 ON 
10:57:00.751344 MA202 OFF 
10:57:04.262513 LS033 5 
10:57:12.76073 MA202 ON 
10:57:13.442143 LS019 9 
10:57:16.095058 MA202 OFF 
10:57:20.045366 MA202 ON 
10:57:25.897737 MA202 OFF 
10:57:27.374936 MA202 ON 
10:57:29.610468 MA202 OFF 
10:57:38.252663 MA202 ON 
10:57:40.125081 MA202 OFF 
10:57:42.958032 MA202 ON 
10:57:44.784062 MA202 OFF 
10:57:45.95067 MA202 ON 
10:57:47.985349 MA202 OFF 
10:57:49.666498 MA202 ON 
10:57:49.911076 M017 ON 
10:57:51.021231 M017 OFF 
10:57:51.5854 M017 ON 
10:57:52.71335 M017 OFF 
10:57:53.786315 MA202 OFF 
10:57:54.871603 SS004 MOVED 
10:57:56.821482 SS004 STILL 
10:57:57.729932 MA202 ON 
10:57:58.873866 MA202 OFF 
10:58:00.182137 MA202 ON 
10:58:01.294496 MA202 OFF 
10:58:02.068318 MA202 ON 
10:58:03.186071 MA202 OFF 
10:58:03.758741 MA202 ON 
10:58:04.331832 M017 ON 
10:58:05.46469 M017 OFF 
10:58:06.029448 M017 ON 
10:58:09.586007 M017 OFF 
10:58:10.109932 MA202 OFF 
10:58:10.512556 LS017 25 
10:58:10.526732 M017 ON 
10:58:11.610134 LS017 26 
10:58:11.629706 M017 OFF 
10:58:12.162014 MA202 ON 
10:58:15.479741 M017 ON 
10:58:16.49492 LS017 25 
