13:50:04.052365 T001 24.5 
15:45:51.005706 M017 ON 
15:45:52.021055 M013 OFF 
15:45:53.000735 M014 OFF 
15:45:53.009874 M025 ON 
15:45:53.070103 M015 OFF 
15:45:54.004549 P001 1235 
15:45:54.000644 M017 OFF 
15:45:54.006697 M016 OFF 
15:45:55.026836 M025 OFF 
15:45:56.036419 M017 ON 
15:45:56.038982 M016 ON 
15:45:56.041467 M015 ON 
15:46:00.000439 M025 ON 
15:46:00.007009 M015 OFF 
15:46:03.004063 M016 OFF 
15:46:03.043189 M025 OFF 
15:46:04.004112 M016 ON 
15:46:04.081562 M025 ON 
15:46:04.084131 M015 ON 
15:46:06.006636 M017 OFF 
15:46:06.009205 M025 OFF 
15:46:13.083533 M016 OFF 
15:46:13.086033 M015 OFF 
15:46:15.007122 M016 ON 
15:46:16.033947 M015 ON 
15:46:20.025285 M025 ON 
15:46:21.005772 M016 OFF 
15:46:21.008279 M015 OFF 
15:46:22.005179 M016 ON 
15:46:22.054315 M025 OFF 
15:46:22.006361 M015 ON 
15:46:23.058074 M025 ON 
15:46:24.042374 M008 ON 
15:46:24.044952 M009 ON 
15:46:25.006457 M007 ON 
15:46:26.054175 M017 ON 
15:46:26.005676 M009 OFF 
15:46:26.059333 M002 ON 
15:46:27.079853 M015 OFF 
15:46:27.082366 M018 ON 
15:46:28.064694 M051 ON 
15:46:28.067278 M007 OFF 
15:46:29.045873 M008 OFF 
15:46:29.048419 M016 OFF 
15:46:30.090976 M017 OFF 
15:46:31.054002 M026 ON 
15:46:32.017096 M017 ON 
15:46:34.031071 M016 ON 
15:46:34.033649 M007 ON 
15:46:34.036189 M026 OFF 
15:46:34.038694 M015 ON 
15:46:35.013108 M002 OFF 
15:46:35.001562 M025 OFF 
15:46:36.019541 M017 OFF 
15:46:36.022106 M051 OFF 
15:46:36.024634 M018 OFF 
15:46:36.080769 M016 OFF 
15:46:37.067499 M008 ON 
15:46:37.070073 M015 OFF 
15:46:38.031124 M009 ON 
15:46:38.092277 M002 ON 
15:46:40.037659 M008 OFF 
15:46:41.044083 M009 OFF 
15:46:43.096778 M007 OFF 
15:46:43.099288 M009 ON 
15:46:45.004395 M015 ON 
15:46:45.088953 M016 ON 
15:46:45.091466 M009 OFF 
15:46:47.075018 M015 OFF 
15:46:49.084993 M002 OFF 
15:46:49.087556 M015 ON 
15:46:50.062825 M002 ON 
15:46:50.065453 M025 ON 
15:46:51.024655 M009 ON 
15:46:54.020553 M009 OFF 
15:46:54.023078 M015 OFF 
15:46:55.004912 M008 ON 
15:46:55.000748 M007 ON 
15:46:55.089839 M016 OFF 
15:46:55.092404 M002 OFF 
15:46:56.052007 M025 OFF 
15:46:57.054763 M014 ON 
15:46:58.041654 M016 ON 
15:46:58.044226 M015 ON 
15:46:59.049394 M008 OFF 
15:46:59.051964 M007 OFF 
15:46:59.054518 M025 ON 
15:47:00.049394 M017 ON 
15:47:01.035648 D007 OPEN 
15:47:01.038172 M025 OFF 
15:47:01.098977 M014 OFF 
15:47:03.005073 M015 OFF 
15:47:03.069008 M016 OFF 
15:47:04.033342 M025 ON 
15:47:04.046829 P001 1267 
15:47:04.096283 M026 ON 
15:47:07.069722 M026 OFF 
15:47:13.027884 T005 25.5 
15:47:14.074522 M017 OFF 
15:47:14.077115 M026 ON 
15:47:16.020748 M026 OFF 
15:47:16.047987 P001 1229 
15:47:16.082552 M024 ON 
15:47:17.044741 M021 ON 
15:47:19.009944 M017 ON 
15:47:19.012458 M022 ON 
15:47:20.011135 M023 ON 
15:47:20.072086 M001 ON 
15:47:21.005572 M008 ON 
15:47:21.058272 M007 ON 
15:47:22.019092 M025 OFF 
15:47:22.083011 M009 ON 
15:47:24.000808 M021 OFF 
15:47:25.047941 M014 ON 
15:47:25.005051 M022 OFF 
15:47:25.005304 M013 ON 
15:47:25.055536 M024 OFF 
15:47:26.010137 M023 OFF 
15:47:26.071926 M014 OFF 
15:47:27.056923 M014 ON 
15:47:27.059497 M017 OFF 
15:47:28.060065 M007 OFF 
15:47:29.022271 M013 OFF 
15:47:30.003609 M008 OFF 
15:47:30.006175 M001 OFF 
15:47:30.062321 M013 ON 
15:47:31.026123 M017 ON 
15:47:33.096088 M009 OFF 
15:47:35.083338 M015 ON 
15:47:36.044651 M017 OFF 
15:47:37.006789 M013 OFF 
15:47:40.006048 M016 ON 
15:47:41.023547 M014 OFF 
15:47:46.004626 M015 OFF 
15:47:47.093163 M015 ON 
15:47:49.037704 M017 ON 
15:47:51.004662 M017 OFF 
15:47:52.053148 M014 ON 
15:47:53.060061 M017 ON 
15:47:54.083433 M014 OFF 
15:47:54.086011 D007 CLOSE 
15:47:56.025413 M014 ON 
15:47:57.071163 M017 OFF 
15:47:59.019068 M014 OFF 
15:48:00.067169 M015 OFF 
15:48:02.013012 M017 ON 
15:48:04.084672 M017 OFF 
15:48:05.004905 M016 OFF 
15:48:07.037738 M016 ON 
15:48:08.043362 M015 ON 
15:48:09.006113 M017 ON 
15:48:09.070125 M008 ON 
15:48:10.034017 M009 ON 
15:48:10.096612 M007 ON 
15:48:11.000963 M018 ON 
15:48:13.001126 M015 OFF 
15:48:13.063934 M016 OFF 
15:48:15.009738 M015 ON 
15:48:15.095725 M016 ON 
15:48:15.098235 M007 OFF 
15:48:17.015014 M008 OFF 
15:48:17.017607 M009 OFF 
15:48:17.076706 M018 OFF 
15:48:18.060868 M008 ON 
15:48:18.063427 M014 ON 
15:48:19.022781 M009 ON 
15:48:20.009542 M007 ON 
15:48:20.012105 M013 ON 
15:48:20.073087 M009 OFF 
15:48:22.012485 M009 ON 
15:48:22.007674 M017 OFF 
15:48:23.041108 M016 OFF 
15:48:25.030508 M014 OFF 
15:48:25.091032 M014 ON 
15:48:26.095683 M008 OFF 
15:48:27.078371 M007 OFF 
15:48:27.080943 M009 OFF 
15:48:28.081728 M015 OFF 
15:48:31.000092 M014 OFF 
15:48:34.051673 P001 1219 
15:48:35.006066 M013 OFF 
15:48:36.009539 M013 ON 
15:48:40.006696 M014 ON 
15:48:41.053036 M015 ON 
15:48:42.017427 M016 ON 
15:48:43.061014 M017 ON 
15:48:45.049122 M018 ON 
15:48:46.035326 M016 OFF 
15:48:46.037896 M015 OFF 
15:48:47.000356 M018 OFF 
15:48:48.087707 M018 ON 
15:48:50.052958 M014 OFF 
15:48:50.055472 M019 ON 
15:48:52.061724 M021 ON 
15:48:52.064286 M024 ON 
15:48:53.046748 M012 ON 
15:48:53.049254 M025 ON 
15:48:54.077142 M017 OFF 
15:48:54.079716 M021 OFF 
15:48:54.082198 M026 ON 
15:48:54.084749 M018 OFF 
15:48:55.039961 M019 OFF 
15:48:56.066745 M014 ON 
15:48:56.069386 M024 OFF 
15:48:57.070053 M012 OFF 
15:48:57.072557 M025 OFF 
15:48:57.075115 M010 ON 
15:48:58.073709 M026 OFF 
15:48:59.035116 M027 ON 
15:48:59.097295 M010 OFF 
15:49:01.002729 M028 ON 
15:49:02.030427 M014 OFF 
15:49:02.032995 M043 ON 
15:49:02.088697 M042 ON 
15:49:04.058721 M028 OFF 
15:49:04.061288 M027 OFF 
15:49:05.021099 M042 OFF 
15:49:05.085418 M043 OFF 
15:49:07.051391 M014 ON 
15:49:08.093563 M008 ON 
15:49:09.056101 M009 ON 
15:49:10.040721 M001 ON 
15:49:10.043244 M007 ON 
15:49:11.026742 M023 ON 
15:49:12.003001 M014 OFF 
15:49:12.032585 M009 OFF 
15:49:12.035086 M013 OFF 
15:49:12.088364 M007 OFF 
15:49:14.012677 M008 OFF 
15:49:14.015209 M001 OFF 
15:49:17.025256 M023 OFF 
15:49:19.012757 M023 ON 
15:49:20.019122 D012 CLOSE 
15:49:20.080503 M001 ON 
15:49:22.007489 M008 ON 
15:49:22.001006 M007 ON 
15:49:24.018321 M023 OFF 
15:49:24.020841 M007 OFF 
15:49:24.081101 M014 ON 
15:49:25.045087 M001 OFF 
15:49:26.008989 M008 OFF 
15:49:27.039011 M008 ON 
15:49:27.041546 M009 ON 
15:49:28.015997 M001 ON 
15:49:28.018544 M007 ON 
15:49:28.096921 M014 OFF 
15:49:28.099429 M023 ON 
15:49:30.003163 M009 OFF 
15:49:30.000572 M021 ON 
15:49:30.008265 M022 ON 
15:49:31.009513 M023 OFF 
15:49:31.012085 M007 OFF 
15:49:31.014602 M024 ON 
15:49:32.062645 M008 OFF 
15:49:32.065294 M001 OFF 
15:49:32.067942 M009 ON 
15:49:32.070763 M025 ON 
15:49:32.073332 M026 ON 
15:49:33.045347 M021 OFF 
15:49:33.047863 M022 OFF 
15:49:34.031828 M027 ON 
15:49:34.034396 M024 OFF 
15:49:35.037249 M028 ON 
15:49:35.039791 M025 OFF 
15:49:35.042334 M026 OFF 
15:49:36.047437 M043 ON 
15:49:36.049952 M042 ON 
15:49:36.052497 M009 OFF 
15:49:38.052839 M027 OFF 
15:49:39.062478 M028 OFF 
15:49:39.065006 M043 OFF 
15:49:39.067552 M042 OFF 
15:49:45.026104 M042 ON 
15:49:48.042249 M043 ON 
15:49:49.005314 M028 ON 
15:49:50.008871 M027 ON 
15:49:51.053293 M043 OFF 
15:49:52.093756 M026 ON 
15:49:53.077333 M027 OFF 
15:49:53.079855 M042 OFF 
15:49:54.061806 M028 OFF 
15:49:54.064386 M025 ON 
15:49:55.089935 M024 ON 
15:49:56.054337 M026 OFF 
15:49:57.019357 M021 ON 
15:49:57.081202 M025 OFF 
15:49:58.042662 M022 ON 
15:49:59.046094 M023 ON 
15:50:00.049967 M001 ON 
15:50:00.052636 M021 OFF 
15:50:00.055122 M024 OFF 
15:50:01.057601 M008 ON 
15:50:01.064501 M007 ON 
15:50:01.070191 M022 OFF 
15:50:02.042723 M014 ON 
15:50:02.045299 M023 OFF 
15:50:03.001955 M007 OFF 
15:50:04.009013 M008 OFF 
15:50:04.096746 M001 OFF 
15:50:04.099319 M013 ON 
15:50:06.083022 M014 OFF 
15:50:07.009039 M010 ON 
15:50:09.076943 M010 OFF 
15:50:17.000997 M013 OFF 
15:50:18.057165 M013 ON 
15:50:25.082013 M013 OFF 
15:50:33.017168 M013 ON 
15:50:45.087563 M013 OFF 
15:50:51.053003 M013 ON 
15:50:56.077331 M013 OFF 
15:51:00.035026 M013 ON 
15:51:05.009922 M013 OFF 
15:51:06.062309 M013 ON 
15:51:13.051511 M013 OFF 
15:51:14.013709 M013 ON 
15:51:16.001278 M013 OFF 
15:51:17.000733 M013 ON 
15:51:19.076894 M013 OFF 
15:51:20.062217 P001 1146 
15:51:23.005451 M013 ON 
15:51:30.000163 M013 OFF 
15:51:31.000331 M013 ON 
15:51:33.096218 M013 OFF 
15:51:34.059051 M013 ON 
15:51:35.063759 M013 OFF 
15:51:37.005022 M013 ON 
15:51:53.063303 M013 OFF 
15:51:54.068014 M013 ON 
15:51:56.056454 M013 OFF 
15:52:03.087725 M013 ON 
15:52:06.064458 P001 1271 
15:52:08.067119 M013 OFF 
15:52:11.044952 M013 ON 
15:52:18.086401 T005 25 
15:52:23.008388 M013 OFF 
15:52:24.067546 P001 1261 
15:52:36.094262 M013 ON 
15:52:42.097959 M013 OFF 
15:52:51.092276 M013 ON 
15:52:53.080101 M013 OFF 
15:52:56.010434 M010 ON 
15:52:57.012385 M013 ON 
15:52:58.056346 M010 OFF 
15:52:59.017218 M013 OFF 
15:53:00.021095 M013 ON 
15:53:05.063969 M013 OFF 
15:53:08.070561 P001 1251 
15:53:08.092223 M013 ON 
15:53:10.097925 M042 ON 
15:53:11.000449 M013 OFF 
15:53:11.082514 M043 ON 
15:53:12.043318 M029 ON 
15:53:13.021893 M037 ON 
15:53:13.002442 M013 ON 
15:53:14.091711 M013 OFF 
15:53:14.094331 M038 ON 
15:53:15.077766 M043 OFF 
15:53:15.080326 M042 OFF 
15:53:16.004109 M029 OFF 
15:53:17.046141 M013 ON 
15:53:18.005211 M037 OFF 
15:53:19.037985 M013 OFF 
15:53:19.040561 M038 OFF 
15:53:20.070759 P001 1427 
15:53:25.081857 M013 ON 
15:53:28.010221 M013 OFF 
15:53:30.039014 M013 ON 
15:53:32.027176 M038 ON 
15:53:33.051956 M037 ON 
15:53:35.040179 M013 OFF 
15:53:36.000312 M029 ON 
15:53:37.074425 M043 ON 
15:53:37.077005 M042 ON 
15:53:38.031736 M038 OFF 
15:53:39.000179 M037 OFF 
15:53:39.020414 M013 ON 
15:53:40.021497 M029 OFF 
15:53:41.004913 M043 OFF 
15:53:41.007442 M042 OFF 
15:53:42.091276 M013 OFF 
15:53:43.094146 M013 ON 
15:53:45.018167 M013 OFF 
15:53:46.023086 M013 ON 
15:53:46.071122 P001 1253 
15:53:50.000627 M013 OFF 
15:53:51.024623 M013 ON 
15:53:53.075025 M013 OFF 
15:53:56.009176 M013 ON 
15:53:57.013147 M013 OFF 
15:54:01.005325 M013 ON 
15:54:05.085968 M013 OFF 
15:54:09.089324 M013 ON 
15:54:13.001838 M013 OFF 
15:54:18.088039 M013 ON 
15:54:24.048334 M013 OFF 
15:54:26.056519 M013 ON 
15:54:28.044033 M013 OFF 
15:54:29.000847 M013 ON 
15:54:33.008993 M013 OFF 
15:54:40.040279 M013 ON 
15:54:42.027832 M013 OFF 
15:54:47.024887 M013 ON 
15:54:49.014287 M013 OFF 
15:54:52.050103 M013 ON 
15:55:00.069212 M013 OFF 
15:55:06.006735 M013 ON 
15:55:12.007115 M013 OFF 
15:55:13.073721 M013 ON 
15:55:17.007355 M013 OFF 
15:55:25.001828 M013 ON 
15:55:28.056106 M013 OFF 
15:55:32.009868 M013 ON 
15:55:34.080762 M013 OFF 
15:55:41.070626 M013 ON 
15:55:43.057387 M013 OFF 
15:55:56.003506 M013 ON 
15:56:02.040984 M013 OFF 
15:56:04.028727 M013 ON 
15:56:22.008088 P001 1243 
15:56:30.031217 M013 OFF 
15:56:33.001111 M013 ON 
15:56:39.051032 M013 OFF 
15:56:40.082785 P001 1136 
15:56:43.046172 M013 ON 
15:56:47.088975 M013 OFF 
15:56:48.053058 M013 ON 
15:56:51.065696 M013 OFF 
15:57:11.089882 M013 ON 
15:57:16.026255 M013 OFF 
15:57:16.088775 M013 ON 
15:57:18.078046 M013 OFF 
15:57:24.043799 T002 28.5 
15:57:57.092317 M013 ON 
15:57:59.078683 M013 OFF 
15:58:20.091024 M013 ON 
15:58:22.084173 M013 OFF 
15:58:26.077301 M013 ON 
15:58:29.009015 M013 OFF 
15:58:51.002619 M013 ON 
15:58:54.001493 M013 OFF 
15:58:56.086956 M013 ON 
15:59:10.010849 M014 ON 
15:59:12.040668 M008 ON 
15:59:13.000453 M007 ON 
15:59:14.021591 M001 ON 
15:59:15.003766 M023 ON 
15:59:16.000357 M007 OFF 
15:59:16.038261 M009 ON 
15:59:16.040815 M022 ON 
15:59:16.043298 E002 CLOSE 
15:59:17.004475 M007 ON 
15:59:17.000473 M021 ON 
15:59:18.073583 M014 OFF 
15:59:18.076117 M009 OFF 
15:59:18.078668 M013 OFF 
15:59:18.081162 M024 ON 
15:59:19.053302 M007 OFF 
15:59:19.055869 M025 ON 
15:59:20.038564 M008 OFF 
15:59:20.041073 M023 OFF 
15:59:21.002263 M001 OFF 
15:59:21.025737 M026 ON 
15:59:21.086235 M022 OFF 
15:59:23.071405 M021 OFF 
15:59:24.076813 M024 OFF 
15:59:24.091384 P001 1154 
15:59:25.038952 M025 OFF 
15:59:27.004678 M027 ON 
15:59:27.049346 M026 OFF 
15:59:28.052322 M028 ON 
15:59:29.056724 M029 ON 
15:59:30.041607 M043 ON 
15:59:30.044136 M042 ON 
15:59:31.002777 M029 OFF 
15:59:33.096244 M027 OFF 
15:59:35.039196 M028 OFF 
15:59:36.045141 M043 OFF 
15:59:37.052254 M042 OFF 
15:59:37.054823 M009 ON 
15:59:37.057374 E002 OPEN 
15:59:41.001255 M009 OFF 
15:59:42.052349 M014 ON 
15:59:43.036409 M042 ON 
15:59:43.000039 M015 ON 
15:59:43.096165 M016 ON 
15:59:46.044984 M014 OFF 
15:59:47.006072 M015 OFF 
15:59:48.051583 M042 OFF 
15:59:50.081233 M016 OFF 
15:59:57.065693 M016 ON 22-start
16:00:03.005486 M016 OFF 
16:00:04.030399 M017 ON 
16:00:04.032968 M016 ON 
16:00:06.015503 M016 OFF 
16:00:07.063143 D007 OPEN 
16:00:14.007129 M017 OFF 
16:00:20.094923 P001 1144 
16:00:27.008866 D007 CLOSE 
16:00:29.078009 M017 ON 
16:00:32.097744 P001 1156 
16:00:33.029699 M016 ON 
16:00:35.099965 M017 OFF 
16:00:38.029321 M015 ON 
16:00:39.053992 M008 ON 
16:00:39.056512 M009 ON 
16:00:40.017034 M016 OFF 
16:00:41.001656 M001 ON 
16:00:41.004229 M007 ON 23-start
16:00:42.008299 M023 ON 
16:00:42.010865 D012 OPEN 
16:00:42.013657 M009 OFF 
16:00:42.094108 M007 OFF 
16:00:42.096678 M015 OFF 
16:00:43.092766 M008 OFF 
16:00:45.001825 M001 OFF 
16:00:45.020821 M023 OFF 
16:00:47.001556 M001 ON 
16:00:47.086807 M023 ON 
16:00:47.089341 D012 CLOSE 
16:00:48.069784 M008 ON 
16:00:48.072305 M007 ON 
16:00:49.003094 M009 ON 
16:00:50.017413 M023 OFF 
16:00:50.019955 M015 ON 
16:00:51.000487 M016 ON 
16:00:51.007436 M007 OFF 
16:00:51.067161 M009 OFF 
16:00:52.074267 M008 OFF 
16:00:52.076828 M001 OFF 
16:00:52.079383 M017 ON 22-end
16:00:54.037812 M016 OFF 
16:00:54.040383 M015 OFF 
16:00:56.026442 M017 OFF 
16:01:25.098409 M016 ON 18-start
16:01:32.083379 M016 OFF 
16:01:39.049878 M016 ON 
16:01:40.039774 M015 ON 
16:01:41.040764 M008 ON 19-start
16:01:42.003264 M009 ON 
16:01:42.065253 M007 ON 
16:01:43.088234 M016 OFF 
16:01:43.090819 M009 OFF 
16:01:44.070824 M006 ON 
16:01:44.073405 M015 OFF 
16:01:46.078712 M008 OFF 
16:01:46.081236 M006 OFF 
16:01:47.087159 M007 OFF 
16:01:52.084048 M007 ON 
16:01:52.086622 M006 ON 
16:01:53.047134 M008 ON 
16:01:54.094228 M015 ON 
16:01:55.058068 M016 ON 
16:01:56.064097 M017 ON 
16:01:57.007202 M008 OFF 
16:01:57.074533 M007 OFF 
16:01:57.077076 M006 OFF 
16:01:58.074697 M015 OFF 
16:01:59.037323 M016 OFF 
16:01:59.099897 M016 ON 19-end
16:02:00.063092 M015 ON 
16:02:01.027076 M014 ON 17-start
16:02:01.090115 M015 OFF 
16:02:02.053032 M016 OFF 
16:02:03.093644 M014 OFF 
16:02:04.056115 M017 OFF 
16:02:30.001558 T002 29 
16:02:30.004289 T005 25.5 
16:03:40.051884 M010 ON 
16:03:41.009872 P001 1261 
16:03:42.080015 M010 OFF 
16:03:44.027202 M010 ON 20-start
16:03:50.009816 P001 1278 
16:03:50.090937 M010 OFF 
16:04:07.011455 P001 1268 
16:04:14.098239 M014 ON 
16:04:16.003217 M015 ON 
16:04:16.066867 M016 ON 
16:04:18.035305 M014 OFF 
16:04:18.037881 M017 ON 
16:04:18.098043 M015 OFF 
16:04:20.022311 M017 OFF 
16:04:20.085946 M016 OFF 
16:04:22.014036 M017 ON 
16:04:23.099591 M017 OFF 
16:04:27.055018 M017 ON 
16:04:31.014226 P001 2502 
16:04:31.090833 D007 OPEN 20-end,21-incomplete
16:04:34.099521 M017 OFF 
16:04:42.019609 D007 CLOSE 
16:04:44.030766 M016 ON 
16:04:44.003334 M015 ON 
16:04:44.092088 M014 ON 
16:04:47.083125 M014 OFF 
16:04:47.085699 M016 OFF 
16:04:48.046027 M015 OFF 
16:05:07.016889 P001 2486 
16:05:39.041211 M014 ON 
16:05:40.027796 M016 ON 
16:05:40.030363 M015 ON 
16:05:42.020577 M014 OFF 
16:05:42.023144 M017 ON 
16:05:42.025696 M015 OFF 
16:05:43.064433 M016 OFF 
16:05:48.046149 M017 OFF 
16:05:56.016347 M017 ON 
16:05:57.060975 M016 ON 
16:05:58.022748 M015 ON 
16:05:58.084231 M014 ON 
16:06:00.073027 M015 OFF 
16:06:01.035075 M016 OFF 
16:06:02.016504 M014 OFF 
16:06:02.019089 M017 OFF 
16:06:24.008603 M014 ON 17-end
16:06:24.071124 M015 ON 
16:06:25.023104 P001 2475 
16:06:25.039755 M016 ON 
16:06:26.004495 M014 OFF 
16:06:27.008937 M017 ON 
16:06:29.018021 M016 OFF 
16:06:29.000206 M015 OFF 
16:06:34.059075 M017 OFF 
16:06:38.059338 M017 ON 
16:06:39.019168 M016 ON 
16:06:40.085513 M017 OFF 
16:06:40.088089 M015 ON 
16:06:41.090688 M014 ON 
16:06:43.024077 P001 2512 
16:06:43.007932 M016 OFF 
16:06:45.021753 M015 OFF 
16:06:45.085159 M014 OFF 
16:06:47.052149 M014 ON 
16:06:48.099175 M015 ON 
16:06:49.024866 P001 2522 
16:06:49.063096 M016 ON 
16:06:50.026176 M014 OFF 
16:06:50.089325 M017 ON 
16:06:51.052101 M016 OFF 
16:06:53.037731 M015 OFF 
16:06:55.022721 M017 OFF 
16:07:18.029716 M017 ON 
16:07:23.072578 M017 OFF 
16:07:27.046456 M017 ON 
16:07:35.005973 T002 29.5 
16:07:35.062468 T001 22.5 
16:07:37.004516 M017 OFF 
16:07:39.028763 P001 1311 
16:07:40.037098 M017 ON 18-end,23-end
16:07:44.076336 M018 ON 24-start
16:07:45.003914 M019 ON 
16:07:47.028287 M021 ON 
16:07:47.090526 M024 ON 24-end
16:07:48.094166 M018 OFF 
16:07:49.055753 M017 OFF 
16:07:50.020143 M019 OFF 
16:07:50.084056 M021 OFF 
16:07:51.048301 M021 ON 
16:07:52.052936 M022 ON 
16:07:54.000028 M024 OFF 
16:07:55.002988 M001 ON 
16:07:55.005566 M023 ON 
16:07:55.014926 M021 OFF 
16:07:55.063873 M022 OFF 
16:07:56.025242 M023 OFF 
16:07:58.054259 M023 ON 
16:08:04.096487 M001 OFF 
16:08:04.009906 M022 ON 
16:08:05.059404 M021 ON 
16:08:06.022374 M023 OFF 
16:08:07.006911 M024 ON 
16:08:08.007431 M022 OFF 
16:08:09.035084 E002 CLOSE 
16:08:10.098139 M021 OFF 
16:08:12.002954 M021 ON 
16:08:13.050998 M022 ON 
16:08:16.002958 M001 ON 
16:08:16.000552 M023 ON 
16:08:17.007549 M021 OFF 
16:08:17.010119 M022 OFF 
16:08:17.012641 M024 OFF 
16:08:17.035541 P001 1261 
16:08:17.039925 P001 1926 
16:08:17.007163 M023 OFF 
16:08:18.074337 E002 OPEN 
16:08:19.037488 M002 ON 
16:08:19.009931 M001 OFF 
16:08:22.064267 M002 OFF 
16:08:26.033149 P001 1357 
16:08:27.051321 M001 ON 
16:08:28.011506 M023 ON 
16:08:29.015991 M022 ON 
16:08:29.033127 P001 1257 
16:08:29.078142 M021 ON 
16:08:30.064494 M001 OFF 
16:08:30.067143 M023 OFF 
16:08:31.070024 M024 ON 
16:08:33.012636 M022 OFF 
16:08:36.069029 M024 OFF 
16:08:39.008293 M021 OFF 
16:08:41.067838 E002 CLOSE 
16:08:43.095749 M021 ON 
16:08:44.055139 M022 ON 
16:08:46.003145 M023 ON 
16:08:47.029294 M001 ON 
16:08:47.031809 M021 OFF 
16:08:47.093741 M022 OFF 
16:08:48.056966 M023 OFF 
16:08:49.021285 M001 OFF 
16:09:04.034882 P001 1247 
16:09:43.062996 E002 OPEN 
16:10:01.093131 M007 ON 
16:10:02.056968 M008 ON 
16:10:03.021124 M009 ON 
16:10:04.046364 M016 ON 
16:10:04.048956 M015 ON 
16:10:05.009899 M009 OFF 
16:10:05.075416 M007 OFF 
16:10:06.055434 M008 OFF 
16:10:06.058247 M017 ON 
16:10:08.065338 M016 OFF 
16:10:08.067934 M015 OFF 
16:10:10.095149 M017 OFF 
16:10:31.040274 P001 1236 
16:10:49.052281 M017 ON 
16:10:57.021397 M017 OFF 
16:11:02.083471 M017 ON 
16:11:09.065984 M017 OFF 
16:11:18.058055 M017 ON 
16:11:20.046105 M016 ON 
16:11:21.052357 M015 ON 
16:11:24.085972 M017 OFF 
16:11:24.088543 M016 OFF 
16:11:25.048718 M015 OFF 
16:11:26.091155 M014 ON 
16:11:29.063135 M014 OFF 
16:11:34.081739 M014 ON 
16:11:35.085376 M015 ON 
16:11:36.004497 P001 1250 
16:11:36.008911 M016 ON 
16:11:37.052781 M014 OFF 
16:11:39.000129 M017 ON 
16:11:39.086385 M016 OFF 
16:11:39.088957 M015 OFF 
16:11:45.010344 M016 ON 
16:11:49.088012 M017 OFF 
16:11:52.059876 M015 ON 
16:11:56.097313 M015 OFF 
16:11:58.043037 M015 ON 
16:11:59.045661 M014 ON 
16:12:02.081668 M014 OFF 
16:12:02.008418 M015 OFF 
16:12:05.026767 M014 ON 
16:12:05.029334 M016 OFF 
16:12:11.025064 M015 ON 
16:12:11.089916 M016 ON 
16:12:12.005401 M014 OFF 
16:12:15.068311 M015 OFF 
16:12:17.001317 M015 ON 
16:12:21.040974 M015 OFF 
16:12:22.003287 M014 ON 
16:12:23.091011 M014 OFF 
16:12:24.047701 P001 1236 
16:12:24.058696 M016 OFF 
16:12:28.014054 M014 ON 
16:12:29.019583 M015 ON 
16:12:29.080401 M016 ON 
16:12:30.084025 M014 OFF 
16:12:32.026626 M009 ON 
16:12:34.060046 M016 OFF 
16:12:35.046458 M008 ON 
16:12:35.048967 M015 OFF 
16:12:41.000113 T002 29 
16:12:41.066552 M008 OFF 
16:12:41.069079 M009 OFF 
16:12:44.035663 E002 CLOSE 
16:12:47.033315 M008 ON 
16:12:47.035846 M009 ON 
16:12:47.092458 M007 ON 
16:12:50.021395 M009 OFF 
16:12:51.085875 M009 ON 
16:12:51.088409 E002 OPEN 
16:12:55.082098 M007 OFF 
16:12:56.068773 M008 OFF 
16:12:56.071337 M009 OFF 
16:13:00.050094 P001 1222 
16:13:39.050895 P001 1190 
16:13:45.052719 P001 1136 
16:14:19.073416 M042 ON 
16:14:20.037113 M043 ON 
16:14:21.001096 M028 ON 
16:14:22.071748 M029 ON 
16:14:22.074326 M027 ON 
16:14:24.017627 M029 OFF 
16:14:25.048276 M043 OFF 
16:14:25.050892 M042 OFF 
16:14:26.071113 M026 ON 
16:14:27.099212 M028 OFF 
16:14:28.062126 M026 OFF 
16:14:29.046622 M027 OFF 
16:14:29.049195 M026 ON 
16:14:30.095138 M025 ON 
16:14:32.040877 M024 ON 
16:14:37.043335 M026 OFF 
16:14:38.005747 M021 ON 
16:14:38.069197 M019 ON 
16:14:39.056525 P001 1184 
16:14:39.078695 M018 ON 
16:14:40.084019 M017 ON 
16:14:42.001201 M025 OFF 
16:14:42.096324 M021 OFF 
16:14:42.098901 M024 OFF 
16:14:44.035359 M016 ON 
16:14:45.038692 M015 ON 
16:14:45.055905 P001 1134 
16:14:46.048621 M014 ON 
16:14:46.051127 M019 OFF 
16:14:46.053685 M018 OFF 
16:14:48.098731 M017 OFF 
16:14:49.057301 M014 OFF 
16:14:55.083955 M014 ON 
16:14:57.010126 M008 ON 
16:14:57.072234 M013 ON 
16:14:58.074359 M009 ON 
16:15:00.023113 M016 OFF 
16:15:03.015856 M008 OFF 
16:15:06.049386 M009 OFF 
16:15:06.051957 M015 OFF 
16:15:09.080833 M042 ON 
16:15:10.040157 M014 OFF 
16:15:11.003101 M043 ON 
16:15:12.032959 M043 OFF 
16:15:12.071634 L007 OFF 
16:15:12.089254 L005 OFF 
16:15:13.014841 L005 ON 
16:15:13.042231 L007 ON 
16:15:13.046828 L007 ON 
16:15:13.051525 L007 OFF 
16:15:13.056324 L005 OFF 
16:15:13.084809 L005 ON 
16:15:13.089101 L005 OFF 
16:15:13.098125 L002 OFF 
16:15:14.019326 M028 ON 
16:15:14.021897 M043 ON 
16:15:14.007648 M027 ON 
